Timestamp,Location_ID,Gas_Price,Customer_Count,Inventory_Level,Day_of_Week,Is_Holiday,Temperature
2023-05-01 03:00:00,Loc_9,2.83,67,862,Monday,0,27
2023-05-01 03:00:00,Loc_10,3.47,67,783,Monday,0,20
2023-05-01 03:00:00,Loc_11,2.92,73,769,Monday,0,28
2023-05-01 03:00:00,Loc_12,2.55,68,568,Monday,0,17
2023-05-01 03:00:00,Loc_13,3.38,10,307,Monday,0,17
2023-05-01 03:00:00,Loc_14,2.59,7,269,Monday,0,29
2023-05-01 03:00:00,Loc_15,3.31,94,981,Monday,0,27
2023-05-01 03:00:00,Loc_16,3.75,21,297,Monday,0,23
2023-05-01 03:00:00,Loc_17,2.6,57,465,Monday,0,28
2023-05-01 03:00:00,Loc_18,4.34,99,227,Monday,0,19
2023-05-01 03:00:00,Loc_19,4.05,40,271,Monday,0,24
2023-05-01 03:00:00,Loc_20,2.91,29,538,Monday,0,24
2023-05-01 04:00:00,Loc_1,3.3,70,325,Monday,0,25
2023-05-01 04:00:00,Loc_2,4.34,70,672,Monday,0,19
2023-05-01 04:00:00,Loc_3,2.78,59,680,Monday,0,16
2023-05-01 04:00:00,Loc_4,3.14,36,887,Monday,0,20
2023-05-01 04:00:00,Loc_5,2.71,67,560,Monday,0,26
2023-05-01 04:00:00,Loc_6,4.24,67,964,Monday,0,22
2023-05-01 04:00:00,Loc_7,4.47,63,245,Monday,0,22
2023-05-01 04:00:00,Loc_8,2.89,83,348,Monday,0,23
2023-05-01 04:00:00,Loc_9,2.68,21,640,Monday,0,19
2023-05-01 04:00:00,Loc_10,3.58,78,998,Monday,0,22
2023-05-01 04:00:00,Loc_11,4.48,73,313,Monday,0,28
2023-05-01 04:00:00,Loc_12,3.67,6,708,Monday,0,28
2023-05-01 04:00:00,Loc_13,2.69,49,946,Monday,0,28
2023-05-01 04:00:00,Loc_14,3.23,87,551,Monday,0,26
2023-05-01 04:00:00,Loc_15,3.08,30,637,Monday,0,30
2023-05-01 04:00:00,Loc_16,3.61,5,771,Monday,0,15
2023-05-01 04:00:00,Loc_17,3.17,86,337,Monday,0,30
2023-05-01 04:00:00,Loc_18,4.43,93,504,Monday,0,19
2023-05-01 04:00:00,Loc_19,3.8,74,405,Monday,0,17
2023-05-01 04:00:00,Loc_20,2.98,13,467,Monday,0,26
2023-05-01 05:00:00,Loc_1,3.91,46,524,Monday,0,25
2023-05-01 05:00:00,Loc_2,3.17,49,838,Monday,0,21
2023-05-01 05:00:00,Loc_3,2.87,53,539,Monday,0,22
2023-05-01 05:00:00,Loc_4,3.43,99,767,Monday,0,29
2023-05-01 05:00:00,Loc_5,3.9,55,925,Monday,0,23
2023-05-01 05:00:00,Loc_6,2.87,9,498,Monday,0,27
2023-05-01 05:00:00,Loc_7,2.65,69,377,Monday,0,27
2023-05-01 05:00:00,Loc_8,3.96,38,996,Monday,0,25
2023-05-01 05:00:00,Loc_9,4.05,21,601,Monday,0,19
2023-05-01 05:00:00,Loc_10,2.99,16,306,Monday,0,21
2023-05-01 05:00:00,Loc_11,3.26,59,894,Monday,0,23
2023-05-01 05:00:00,Loc_12,3.66,32,929,Monday,0,21
2023-05-01 05:00:00,Loc_13,2.75,93,358,Monday,0,20
2023-05-01 05:00:00,Loc_14,2.8,41,501,Monday,0,28
2023-05-01 05:00:00,Loc_15,3.52,70,468,Monday,0,18
2023-05-01 05:00:00,Loc_16,3.07,88,744,Monday,0,30
2023-05-01 05:00:00,Loc_17,3.39,90,344,Monday,0,26
2023-05-01 05:00:00,Loc_18,3.4,51,564,Monday,0,21
2023-05-01 05:00:00,Loc_19,4.21,13,774,Monday,0,16
2023-05-01 05:00:00,Loc_20,3.49,47,247,Monday,0,27
2023-05-01 06:00:00,Loc_1,3.13,87,570,Monday,0,23
2023-05-01 06:00:00,Loc_2,2.94,76,962,Monday,0,22
2023-05-01 06:00:00,Loc_3,3.05,87,324,Monday,0,17
2023-05-01 06:00:00,Loc_4,3.47,7,250,Monday,0,24
2023-05-01 06:00:00,Loc_5,3.74,71,211,Monday,0,29
2023-05-01 06:00:00,Loc_6,2.98,16,753,Monday,0,16
2023-05-01 06:00:00,Loc_7,2.7,62,466,Monday,0,29
2023-05-01 06:00:00,Loc_8,3.71,42,538,Monday,0,20
2023-05-01 06:00:00,Loc_9,2.9,10,676,Monday,0,29
2023-05-01 06:00:00,Loc_10,3.09,38,655,Monday,0,20
2023-05-01 06:00:00,Loc_11,4.22,49,737,Monday,0,17
2023-05-01 06:00:00,Loc_12,4.35,14,237,Monday,0,16
2023-05-01 06:00:00,Loc_13,3.7,49,994,Monday,0,21
2023-05-01 06:00:00,Loc_14,3.25,66,326,Monday,0,26
2023-05-01 06:00:00,Loc_15,4.25,21,501,Monday,0,24
2023-05-01 06:00:00,Loc_16,4.2,40,700,Monday,0,21
2023-05-01 06:00:00,Loc_17,3.51,35,685,Monday,0,22
2023-05-01 06:00:00,Loc_18,4.48,75,546,Monday,0,27
2023-05-01 06:00:00,Loc_19,3.35,90,753,Monday,0,23
2023-05-01 06:00:00,Loc_20,4.04,66,861,Monday,0,20
2023-05-01 07:00:00,Loc_1,3.88,11,865,Monday,0,15
2023-05-01 07:00:00,Loc_2,3.6,10,371,Monday,0,22
2023-05-01 07:00:00,Loc_3,4.42,71,779,Monday,0,21
2023-05-01 07:00:00,Loc_4,4.17,33,345,Monday,0,16
2023-05-01 07:00:00,Loc_5,4.38,52,995,Monday,0,23
2023-05-01 07:00:00,Loc_6,3.7,70,948,Monday,0,20
2023-05-01 07:00:00,Loc_7,3.16,58,826,Monday,0,22
2023-05-01 07:00:00,Loc_8,3.09,92,411,Monday,0,18
2023-05-01 07:00:00,Loc_9,3.5,58,271,Monday,0,23
2023-05-01 07:00:00,Loc_10,3.61,86,665,Monday,0,19
2023-05-01 07:00:00,Loc_11,3.96,61,797,Monday,0,26
2023-05-01 07:00:00,Loc_12,2.64,90,392,Monday,0,29
2023-05-01 07:00:00,Loc_13,2.61,62,368,Monday,0,28
2023-05-01 07:00:00,Loc_14,4.18,89,812,Monday,0,23
2023-05-01 07:00:00,Loc_15,3.11,86,452,Monday,0,29
2023-05-01 07:00:00,Loc_16,2.77,17,757,Monday,0,23
2023-05-01 07:00:00,Loc_17,3.17,30,323,Monday,0,15
2023-05-01 07:00:00,Loc_18,3.92,60,284,Monday,0,22
2023-05-01 07:00:00,Loc_19,4.42,31,511,Monday,0,16
2023-05-01 07:00:00,Loc_20,3.92,54,461,Monday,0,23
2023-05-01 08:00:00,Loc_1,3.41,29,569,Monday,0,24
2023-05-01 08:00:00,Loc_2,4.07,6,280,Monday,0,23
2023-05-01 08:00:00,Loc_3,3.51,54,794,Monday,0,18
2023-05-01 08:00:00,Loc_4,4.23,80,447,Monday,0,18
2023-05-01 08:00:00,Loc_5,2.72,67,699,Monday,0,25
2023-05-01 08:00:00,Loc_6,3.12,47,798,Monday,0,26
2023-05-01 08:00:00,Loc_7,2.9,69,867,Monday,0,17
2023-05-01 08:00:00,Loc_8,2.94,73,668,Monday,0,29
2023-05-01 08:00:00,Loc_9,2.82,84,518,Monday,0,30
2023-05-01 08:00:00,Loc_10,3.13,71,353,Monday,0,29
2023-05-01 08:00:00,Loc_11,3.77,79,403,Monday,0,18
2023-05-01 08:00:00,Loc_12,3.77,74,680,Monday,0,27
2023-05-01 08:00:00,Loc_13,3.95,53,263,Monday,0,22
2023-05-01 08:00:00,Loc_14,2.68,45,443,Monday,0,24
2023-05-01 08:00:00,Loc_15,4.07,69,918,Monday,0,30
2023-05-01 08:00:00,Loc_16,2.86,62,330,Monday,0,29
2023-05-01 08:00:00,Loc_17,4.06,42,258,Monday,0,25
2023-05-01 08:00:00,Loc_18,4.41,21,245,Monday,0,16
2023-05-01 08:00:00,Loc_19,3.62,15,463,Monday,0,25
2023-05-01 08:00:00,Loc_20,2.56,22,902,Monday,0,30
2023-05-01 09:00:00,Loc_1,3.92,63,383,Monday,0,30
2023-05-01 09:00:00,Loc_2,3.13,22,665,Monday,0,26
2023-05-01 09:00:00,Loc_3,3.23,9,312,Monday,0,17
2023-05-01 09:00:00,Loc_4,3.94,29,564,Monday,0,23
2023-05-01 09:00:00,Loc_5,3.92,35,894,Monday,0,19
2023-05-01 09:00:00,Loc_6,3.48,43,214,Monday,0,29
2023-05-01 09:00:00,Loc_7,2.72,98,595,Monday,0,25
2023-05-01 09:00:00,Loc_8,2.72,45,933,Monday,0,20
2023-05-01 09:00:00,Loc_9,4.11,40,935,Monday,0,26
2023-05-01 09:00:00,Loc_10,3.44,33,821,Monday,0,23
2023-05-01 09:00:00,Loc_11,2.59,8,218,Monday,0,16
2023-05-01 09:00:00,Loc_12,3.33,5,969,Monday,0,28
2023-05-01 09:00:00,Loc_13,3.46,28,964,Monday,0,28
2023-05-01 09:00:00,Loc_14,3.46,9,303,Monday,0,29
2023-05-01 09:00:00,Loc_15,2.72,62,605,Monday,0,21
2023-05-01 09:00:00,Loc_16,2.79,21,630,Monday,0,29
2023-05-01 09:00:00,Loc_17,3.19,62,452,Monday,0,21
2023-05-01 09:00:00,Loc_18,3.36,86,266,Monday,0,22
2023-05-01 09:00:00,Loc_19,2.71,64,841,Monday,0,25
2023-05-01 09:00:00,Loc_20,3.85,47,788,Monday,0,29
2023-05-01 10:00:00,Loc_1,3.88,14,307,Monday,0,18
2023-05-01 10:00:00,Loc_2,3.14,17,599,Monday,0,15
2023-05-01 10:00:00,Loc_3,3.32,38,946,Monday,0,23
2023-05-01 10:00:00,Loc_4,4.2,73,550,Monday,0,26
2023-05-01 10:00:00,Loc_5,3.4,63,501,Monday,0,25
2023-05-01 10:00:00,Loc_6,4.48,32,795,Monday,0,17
2023-05-01 10:00:00,Loc_7,4.29,61,215,Monday,0,20
2023-05-01 10:00:00,Loc_8,4.41,32,314,Monday,0,28
2023-05-01 10:00:00,Loc_9,3.35,41,787,Monday,0,30
2023-05-01 10:00:00,Loc_10,3.98,71,548,Monday,0,18
2023-05-01 10:00:00,Loc_11,3.96,76,798,Monday,0,18
2023-05-01 10:00:00,Loc_12,3.73,29,920,Monday,0,20
2023-05-01 10:00:00,Loc_13,2.96,91,663,Monday,0,26
2023-05-01 10:00:00,Loc_14,2.8,18,233,Monday,0,18
2023-05-01 10:00:00,Loc_15,3.72,34,707,Monday,0,25
2023-05-01 10:00:00,Loc_16,4.5,38,816,Monday,0,15
2023-05-01 10:00:00,Loc_17,3.58,97,570,Monday,0,19
2023-05-01 10:00:00,Loc_18,3.8,35,850,Monday,0,27
2023-05-01 10:00:00,Loc_19,3.22,13,657,Monday,0,25
2023-05-01 10:00:00,Loc_20,3.73,76,467,Monday,0,20
2023-05-01 11:00:00,Loc_1,3.08,8,717,Monday,0,21
2023-05-01 11:00:00,Loc_2,4.23,18,513,Monday,0,21
2023-05-01 11:00:00,Loc_3,3.37,30,761,Monday,0,27
2023-05-01 11:00:00,Loc_4,3.7,23,305,Monday,0,28
2023-05-01 11:00:00,Loc_5,4.42,47,845,Monday,0,16
2023-05-01 11:00:00,Loc_6,2.5,21,226,Monday,0,23
2023-05-01 11:00:00,Loc_7,4.02,12,535,Monday,0,29
2023-05-01 11:00:00,Loc_8,3.11,46,825,Monday,0,15
2023-05-01 11:00:00,Loc_9,3.27,5,781,Monday,0,17
2023-05-01 11:00:00,Loc_10,3.68,28,624,Monday,0,18
2023-05-01 11:00:00,Loc_11,2.83,76,789,Monday,0,24
2023-05-01 11:00:00,Loc_12,2.9,6,905,Monday,0,23
2023-05-01 11:00:00,Loc_13,3.29,95,781,Monday,0,16
2023-05-01 11:00:00,Loc_14,4.45,57,212,Monday,0,19
2023-05-01 11:00:00,Loc_15,3.92,39,775,Monday,0,21
2023-05-01 11:00:00,Loc_16,4.27,47,426,Monday,0,22
2023-05-01 11:00:00,Loc_17,2.72,68,822,Monday,0,29
2023-05-01 11:00:00,Loc_18,3.98,10,467,Monday,0,24
2023-05-01 11:00:00,Loc_19,2.65,35,696,Monday,0,22
2023-05-01 11:00:00,Loc_20,4.05,17,822,Monday,0,24
2023-05-01 12:00:00,Loc_1,2.86,9,474,Monday,0,23
2023-05-01 12:00:00,Loc_2,3.15,87,811,Monday,0,26
2023-05-01 12:00:00,Loc_3,4.24,80,699,Monday,0,29
2023-05-01 12:00:00,Loc_4,2.76,7,203,Monday,0,21
2023-05-01 12:00:00,Loc_5,4.29,83,444,Monday,0,15
2023-05-01 12:00:00,Loc_6,3.58,98,669,Monday,0,30
2023-05-01 12:00:00,Loc_7,3.46,18,610,Monday,0,24
2023-05-01 12:00:00,Loc_8,4.24,93,782,Monday,0,20
2023-05-01 12:00:00,Loc_9,2.76,44,911,Monday,0,28
2023-05-01 12:00:00,Loc_10,3.88,75,384,Monday,0,15
2023-05-01 12:00:00,Loc_11,3.01,63,514,Monday,0,28
2023-05-01 12:00:00,Loc_12,3.67,98,734,Monday,0,15
2023-05-01 12:00:00,Loc_13,2.99,57,946,Monday,0,21
2023-05-01 12:00:00,Loc_14,2.5,24,851,Monday,0,29
2023-05-01 12:00:00,Loc_15,3.3,55,771,Monday,0,20
2023-05-01 12:00:00,Loc_16,4.2,68,381,Monday,0,30
2023-05-01 12:00:00,Loc_17,3.16,67,315,Monday,0,20
2023-05-01 12:00:00,Loc_18,3.01,77,974,Monday,0,25
2023-05-01 12:00:00,Loc_19,3.28,97,941,Monday,0,28
2023-05-01 12:00:00,Loc_20,3.26,96,699,Monday,0,21
2023-05-01 13:00:00,Loc_1,3.88,36,961,Monday,0,20
2023-05-01 13:00:00,Loc_2,2.97,9,381,Monday,0,16
2023-05-01 13:00:00,Loc_3,4.38,23,320,Monday,0,21
2023-05-01 13:00:00,Loc_4,4.14,80,273,Monday,0,29
2023-05-01 13:00:00,Loc_5,2.5,58,931,Monday,0,15
2023-05-01 13:00:00,Loc_6,3.63,89,966,Monday,0,16
2023-05-01 13:00:00,Loc_7,4.17,68,923,Monday,0,18
2023-05-01 13:00:00,Loc_8,3.62,7,329,Monday,0,29
2023-05-01 13:00:00,Loc_9,3.61,86,923,Monday,0,17
2023-05-01 13:00:00,Loc_10,4.19,98,429,Monday,0,30
2023-05-01 13:00:00,Loc_11,3.7,79,742,Monday,0,23
2023-05-01 13:00:00,Loc_12,3.76,30,503,Monday,0,28
2023-05-01 13:00:00,Loc_13,2.51,15,414,Monday,0,24
2023-05-01 13:00:00,Loc_14,4.49,46,548,Monday,0,19
2023-05-01 13:00:00,Loc_15,3.19,72,485,Monday,0,23
2023-05-01 13:00:00,Loc_16,2.85,11,543,Monday,0,29
2023-05-01 13:00:00,Loc_17,3.22,57,814,Monday,0,21
2023-05-01 13:00:00,Loc_18,3.72,79,651,Monday,0,23
2023-05-01 13:00:00,Loc_19,3.51,42,301,Monday,0,23
2023-05-01 13:00:00,Loc_20,3.05,44,806,Monday,0,20
2023-05-01 14:00:00,Loc_1,2.61,86,648,Monday,0,24
2023-05-01 14:00:00,Loc_2,3.95,85,665,Monday,0,16
2023-05-01 14:00:00,Loc_3,3.25,72,835,Monday,0,17
2023-05-01 14:00:00,Loc_4,2.58,72,577,Monday,0,21
2023-05-01 14:00:00,Loc_5,3.51,63,721,Monday,0,20
2023-05-01 14:00:00,Loc_6,3.89,69,435,Monday,0,25
2023-05-01 14:00:00,Loc_7,3.11,48,987,Monday,0,20
2023-05-01 14:00:00,Loc_8,3.02,63,882,Monday,0,27
2023-05-01 14:00:00,Loc_9,4.12,22,212,Monday,0,17
2023-05-01 14:00:00,Loc_10,2.74,34,344,Monday,0,30
2023-05-01 14:00:00,Loc_11,3.41,59,987,Monday,0,27
2023-05-01 14:00:00,Loc_12,3.46,93,895,Monday,0,21
2023-05-01 14:00:00,Loc_13,3.71,64,799,Monday,0,21
2023-05-01 14:00:00,Loc_14,2.84,51,872,Monday,0,18
2023-05-01 14:00:00,Loc_15,2.91,72,926,Monday,0,20
2023-05-01 14:00:00,Loc_16,3.84,91,841,Monday,0,28
2023-05-01 14:00:00,Loc_17,2.84,7,779,Monday,0,17
2023-05-01 14:00:00,Loc_18,4.17,43,663,Monday,0,17
2023-05-01 14:00:00,Loc_19,3.37,92,659,Monday,0,19
2023-05-01 14:00:00,Loc_20,3.36,70,512,Monday,0,21
2023-05-01 15:00:00,Loc_1,3.64,36,223,Monday,0,19
2023-05-01 15:00:00,Loc_2,3.37,30,661,Monday,0,28
2023-05-01 15:00:00,Loc_3,2.88,100,541,Monday,0,20
2023-05-01 15:00:00,Loc_4,2.92,35,915,Monday,0,15
2023-05-01 15:00:00,Loc_5,3.36,53,290,Monday,0,19
2023-05-01 15:00:00,Loc_6,3.22,25,930,Monday,0,22
2023-05-01 15:00:00,Loc_7,4.38,44,271,Monday,0,17
2023-05-01 15:00:00,Loc_8,4.1,50,716,Monday,0,22
2023-05-01 15:00:00,Loc_9,3.46,12,784,Monday,0,18
2023-05-01 15:00:00,Loc_10,4.41,77,699,Monday,0,18
2023-05-01 15:00:00,Loc_11,4.3,52,614,Monday,0,28
2023-05-01 15:00:00,Loc_12,3.43,40,276,Monday,0,25
2023-05-01 15:00:00,Loc_13,4.31,71,672,Monday,0,21
2023-05-01 15:00:00,Loc_14,4.1,29,938,Monday,0,30
2023-05-01 15:00:00,Loc_15,3.57,91,459,Monday,0,25
2023-05-01 15:00:00,Loc_16,3.91,74,840,Monday,0,23
2023-05-01 15:00:00,Loc_17,3.98,40,903,Monday,0,27
2023-05-01 15:00:00,Loc_18,2.51,31,266,Monday,0,15
2023-05-01 15:00:00,Loc_19,3.76,30,804,Monday,0,24
2023-05-01 15:00:00,Loc_20,4.39,15,236,Monday,0,29
2023-05-01 16:00:00,Loc_1,3.14,6,523,Monday,0,19
2023-05-01 16:00:00,Loc_2,2.92,27,823,Monday,0,30
2023-05-01 16:00:00,Loc_3,4.13,43,553,Monday,0,26
2023-05-01 16:00:00,Loc_4,4.21,56,491,Monday,0,25
2023-05-01 16:00:00,Loc_5,4.11,54,981,Monday,0,24
2023-05-01 16:00:00,Loc_6,3.21,57,804,Monday,0,17
2023-05-01 16:00:00,Loc_7,4.49,12,541,Monday,0,16
2023-05-01 16:00:00,Loc_8,4.45,83,215,Monday,0,18
2023-05-01 16:00:00,Loc_9,3.76,66,882,Monday,0,27
2023-05-01 16:00:00,Loc_10,4.25,50,865,Monday,0,15
2023-05-01 16:00:00,Loc_11,2.88,5,382,Monday,0,28
2023-05-01 16:00:00,Loc_12,3.43,8,354,Monday,0,18
2023-05-01 16:00:00,Loc_13,4.28,39,737,Monday,0,24
2023-05-01 16:00:00,Loc_14,3.38,22,911,Monday,0,26
2023-05-01 16:00:00,Loc_15,2.66,12,384,Monday,0,22
2023-05-01 16:00:00,Loc_16,4.37,81,350,Monday,0,27
2023-05-01 16:00:00,Loc_17,2.75,47,258,Monday,0,25
2023-05-01 16:00:00,Loc_18,3.74,66,835,Monday,0,24
2023-05-01 16:00:00,Loc_19,3.07,83,548,Monday,0,29
2023-05-01 16:00:00,Loc_20,4.5,90,522,Monday,0,17
2023-05-01 17:00:00,Loc_1,4.0,48,905,Monday,0,20
2023-05-01 17:00:00,Loc_2,3.43,59,603,Monday,0,25
2023-05-01 17:00:00,Loc_3,2.81,70,281,Monday,0,24
2023-05-01 17:00:00,Loc_4,2.74,69,566,Monday,0,25
2023-05-01 17:00:00,Loc_5,3.7,98,211,Monday,0,20
2023-05-01 17:00:00,Loc_6,4.47,83,765,Monday,0,25
2023-05-01 17:00:00,Loc_7,3.17,97,603,Monday,0,30
2023-05-01 17:00:00,Loc_8,3.09,84,855,Monday,0,18
2023-05-01 17:00:00,Loc_9,2.57,48,396,Monday,0,22
2023-05-01 17:00:00,Loc_10,3.61,72,455,Monday,0,22
2023-05-01 17:00:00,Loc_11,3.77,47,429,Monday,0,27
2023-05-01 17:00:00,Loc_12,2.62,81,521,Monday,0,30
2023-05-01 17:00:00,Loc_13,3.75,20,671,Monday,0,18
2023-05-01 17:00:00,Loc_14,2.64,11,912,Monday,0,19
2023-05-01 17:00:00,Loc_15,4.09,52,369,Monday,0,17
2023-05-01 17:00:00,Loc_16,2.53,24,658,Monday,0,24
2023-05-01 17:00:00,Loc_17,4.43,78,737,Monday,0,28
2023-05-01 17:00:00,Loc_18,4.18,77,621,Monday,0,17
2023-05-01 17:00:00,Loc_19,3.55,57,305,Monday,0,20
2023-05-01 17:00:00,Loc_20,2.62,80,703,Monday,0,27
2023-05-01 18:00:00,Loc_1,3.18,36,983,Monday,0,28
2023-05-01 18:00:00,Loc_2,3.09,96,329,Monday,0,19
2023-05-01 18:00:00,Loc_3,3.91,94,317,Monday,0,26
2023-05-01 18:00:00,Loc_4,3.55,47,529,Monday,0,24
2023-05-01 18:00:00,Loc_5,2.61,45,554,Monday,0,23
2023-05-01 18:00:00,Loc_6,4.04,7,897,Monday,0,24
2023-05-01 18:00:00,Loc_7,4.02,93,248,Monday,0,27
2023-05-01 18:00:00,Loc_8,2.62,67,575,Monday,0,25
2023-05-01 18:00:00,Loc_9,4.34,28,919,Monday,0,16
2023-05-01 18:00:00,Loc_10,3.41,33,828,Monday,0,21
2023-05-01 18:00:00,Loc_11,2.57,25,266,Monday,0,25
2023-05-01 18:00:00,Loc_12,3.85,58,298,Monday,0,15
2023-05-01 18:00:00,Loc_13,2.63,70,274,Monday,0,18
2023-05-01 18:00:00,Loc_14,3.08,57,240,Monday,0,30
2023-05-01 18:00:00,Loc_15,2.85,73,568,Monday,0,26
2023-05-01 18:00:00,Loc_16,4.25,61,728,Monday,0,28
2023-05-01 18:00:00,Loc_17,3.08,37,594,Monday,0,16
2023-05-01 18:00:00,Loc_18,4.04,23,766,Monday,0,17
2023-05-01 18:00:00,Loc_19,4.17,95,576,Monday,0,20
2023-05-01 18:00:00,Loc_20,3.57,46,329,Monday,0,16
2023-05-01 19:00:00,Loc_1,3.74,7,929,Monday,0,27
2023-05-01 19:00:00,Loc_2,3.6,62,854,Monday,0,21
2023-05-01 19:00:00,Loc_3,3.28,89,447,Monday,0,23
2023-05-01 19:00:00,Loc_4,3.47,26,951,Monday,0,21
2023-05-01 19:00:00,Loc_5,4.08,33,234,Monday,0,30
2023-05-01 19:00:00,Loc_6,3.31,34,566,Monday,0,17
2023-05-01 19:00:00,Loc_7,4.46,44,444,Monday,0,23
2023-05-01 19:00:00,Loc_8,3.9,57,870,Monday,0,26
2023-05-01 19:00:00,Loc_9,4.1,76,475,Monday,0,15
2023-05-01 19:00:00,Loc_10,3.59,79,446,Monday,0,29
2023-05-01 19:00:00,Loc_11,3.99,41,447,Monday,0,27
2023-05-01 19:00:00,Loc_12,3.37,55,846,Monday,0,22
2023-05-01 19:00:00,Loc_13,3.1,17,902,Monday,0,26
2023-05-01 19:00:00,Loc_14,3.53,67,870,Monday,0,17
2023-05-01 19:00:00,Loc_15,2.68,35,892,Monday,0,18
2023-05-01 19:00:00,Loc_16,4.25,21,951,Monday,0,22
